date,contract,IM_price,MO_price,basis,rolling_mean,upper,lower,basis_check,basis_definition_error,IM_change,MO_change,basis_change,IM_return,MO_return,previous_contract,contract_changed,previous_strike,strike_changed,strike_change,days_to_expiry,rolling_std,z_score,basis_change_std,basis_change_z,level_anomaly,change_anomaly,anomaly_strength
2024-09-30,202410,5801.2,6029.8,228.60000000000036,2.0531746031746163,40.03398071407427,-35.92763150772503,228.60000000000036,0.0,516.1999999999998,684.1999999999998,168.0,0.0976726584673604,0.12799311583358275,202410,False,,False,,,12.83211942310738,17.654669343933364,16.274982846893312,10.322591524701304,True,True,17.654669343933364
2024-10-08,202410,6174.4,6221.6,47.20000000000073,2.8944444444444613,50.373186548133056,-44.584297659244136,47.20000000000073,0.0,373.1999999999998,191.80000000000018,-181.39999999999964,0.0643315176170447,0.03180868353842592,202410,False,,False,,,25.926118806401373,1.7089158576491927,23.315652521970243,-7.780181139218264,False,True,7.780181139218264
2024-10-18,202412,5829.0,5736.4,-92.60000000000036,2.1952380952381088,53.97928158289669,-49.58880539242047,-92.60000000000036,0.0,360.60000000000036,297.0,-63.600000000000364,0.06594250603467211,0.05460161047174328,202412,False,,False,,,30.79386899492774,-3.0783802487064165,37.67436574573541,-1.688150516699797,True,False,3.0783802487064165
2024-10-21,202412,5826.6,5833.6,7.0,1.8150793650793784,54.958245049284365,-51.32808631912561,7.0,0.0,-2.399999999999636,97.20000000000073,99.60000000000036,-0.0004117344312917215,0.016944425074959968,202412,False,,False,,,32.23377361737479,0.16085366536562828,38.17406364737114,2.6091013238738423,False,True,2.6091013238738423
2024-11-25,202412,5937.4,5989.8,52.400000000000546,2.562698412698428,57.1444444623985,-52.01904763700164,52.400000000000546,0.0,-71.60000000000036,33.600000000000364,105.20000000000073,-0.011915460143118728,0.005641180618515262,202412,False,,False,,,33.539415316877324,1.4859323311525814,40.919777194610596,2.5708839884361896,False,True,2.5708839884361896
2025-04-07,202506,5432.6,5333.200000000001,-99.39999999999964,3.807142857142859,51.86088885335681,-44.2466031390711,-99.39999999999964,0.0,-603.5999999999995,-710.1999999999989,-106.59999999999945,-0.09999668665716832,-0.11751662971175147,202506,False,,False,,,16.03266866889179,-6.437302796470525,24.75575158147382,-4.306070031813313,True,True,6.437302796470525
2025-08-20,202509,7233.6,7289.4,55.79999999999927,5.484126984126963,54.22636575876612,-43.2581117905122,55.79999999999927,0.0,46.20000000000073,103.79999999999927,57.599999999998545,0.006427915518824712,0.014445557782231111,202509,False,,False,,,14.965446531894425,3.3621364326576493,23.522907468201804,2.448676894123826,True,True,3.3621364326576493
2025-08-28,202509,7322.4,7376.400000000001,54.00000000000091,5.430952380952354,55.37015343518553,-44.50824867328082,54.00000000000091,0.0,-33.80000000000018,81.40000000000055,115.20000000000073,-0.004594763600772156,0.011158327621658692,202509,False,,False,,,17.470159262195185,2.7801147596948517,24.788289512786132,4.6473557580719325,True,True,4.6473557580719325
2025-09-04,202509,6974.2,7012.0,37.80000000000018,5.705555555555527,56.12121621962682,-44.71010510851576,37.80000000000018,0.0,-187.19999999999982,-132.59999999999945,54.600000000000364,-0.026140140196051043,-0.018559471488956647,202509,False,,False,,,13.738274486215026,2.3361335862555515,18.8113226166016,2.9025072352867998,True,True,2.9025072352867998
2025-09-23,202512,7075.8,7140.200000000001,64.40000000000055,6.065079365079335,56.753228761341006,-44.62307003118234,64.40000000000055,0.0,-135.19999999999982,-95.59999999999945,39.600000000000364,-0.01874913326861738,-0.013212084358329323,202512,False,,False,,,14.236947805912763,4.09743165671325,20.307413086423324,1.9500268119564301,True,False,4.09743165671325
2025-10-23,202512,7125.6,7175.6,50.0,5.8722222222222085,43.195695830130845,-31.45125138568643,50.0,0.0,-39.599999999999454,8.800000000000182,48.399999999999636,-0.005526712443476689,0.0012278841323882794,202512,False,,False,,,15.252815603631532,2.8930906217256993,21.099609455910084,2.2938813204640907,True,True,2.8930906217256993
2026-02-02,202603,7954.8,7899.000000000001,-55.79999999999927,7.526984126984107,39.252444011867745,-24.19847575789953,-55.79999999999927,0.0,-304.59999999999945,-373.59999999999764,-68.99999999999818,-0.0368791921931374,-0.045161134347121545,202603,False,,False,,,14.767475044567437,-4.288274328269794,18.98180947404918,-3.6350591388208247,True,True,4.288274328269794
2026-02-09,202603,8216.6,8242.6,26.0,7.306349206349195,40.5703373291972,-25.95763891649881,26.0,0.0,159.20000000000073,218.40000000000055,59.19999999999982,0.01975823466626969,0.027217666558660092,202603,False,,False,,,16.465450083877066,1.1353258306589256,20.80710941049258,2.8451813671987773,False,True,2.8451813671987773
2026-02-13,202603,8213.4,8177.800000000001,-35.599999999998545,7.39365079365079,40.54123814584336,-25.753936558541778,-35.599999999998545,0.0,-121.20000000000073,-162.1999999999989,-40.99999999999818,-0.01454178964797359,-0.01944844124700229,202603,False,,False,,,16.016194329742657,-2.6843861849133885,21.011269222572878,-1.9513338088091776,True,False,2.6843861849133885
2026-03-20,202606,7612.6,7600.0,-12.600000000000364,7.326190476190454,41.172853647828184,-26.520472695447275,-12.600000000000364,0.0,-44.0,-102.79999999999927,-58.79999999999927,-0.005746676070318424,-0.01334579633380062,202606,False,,False,,,16.336709607753903,-1.219718716597205,21.5073643953025,-2.733947261936102,False,True,2.733947261936102
2026-05-15,202606,8563.2,8603.599999999999,40.39999999999782,8.895238095238101,40.52562196638456,-22.73514577590835,40.39999999999782,0.0,-180.59999999999854,-100.00000000000182,80.59999999999673,-0.0206546352844299,-0.011489498598281411,202606,False,,False,,,17.519921590156986,1.798225051558431,22.7381207968851,3.5447080574502947,False,True,3.5447080574502947
2026-05-21,202606,8507.2,8451.2,-56.0,9.446825396825394,41.69090634728382,-22.79725555363303,-56.0,0.0,-175.1999999999989,-257.7999999999993,-82.60000000000036,-0.02017875241868594,-0.029601561602939364,202606,False,,False,,,17.797609191385455,-3.677281858088192,24.15396539793084,-3.419728340220125,True,True,3.677281858088192
2026-07-10,202609,8096.0,8045.0,-51.0,10.669841269841282,45.9433544175175,-24.60367187783493,-51.0,0.0,3.399999999999636,-92.40000000000055,-95.80000000000018,0.00042013691520637053,-0.011354978248580672,202609,False,,False,,,19.49725657987316,-3.163000959504349,25.91509181612863,-3.6966876551977976,True,True,3.6966876551977976
2026-07-17,202609,7143.6,7085.400000000001,-58.19999999999982,10.772222222222233,47.450108468988915,-25.90566402454445,-58.19999999999982,0.0,-411.39999999999964,-503.39999999999964,-92.0,-0.05445400397088018,-0.06633459835547117,202609,False,,False,,,20.49898928279526,-3.3646645339782792,27.584885042868642,-3.3351598115064185,True,True,3.3646645339782792
2026-07-20,202609,6779.6,6873.8,94.19999999999982,10.507142857142869,48.19960083922174,-27.185315124936004,94.19999999999982,0.0,-364.0,-211.60000000000036,152.39999999999964,-0.050954700711126066,-0.029864227848815927,202609,False,,False,,,21.680882888578957,3.860214437436246,29.08533428907198,5.239754114060837,True,True,5.239754114060837
