date,contract,IM_price,MO_price,basis,rolling_mean,upper,lower,basis_check,basis_definition_error,IM_change,MO_change,basis_change,IM_return,MO_return,previous_contract,contract_changed,previous_strike,strike_changed,strike_change,days_to_expiry,rolling_std,z_score,basis_change_std,basis_change_z
2022-08-05,202208,7051.4,7074.0,22.600000000000364,,,,22.600000000000364,0.0,179.39999999999964,175.0,-4.399999999999636,0.026105937136204904,0.025365995071749525,202208,False,,False,,,,,,
2022-08-08,202208,7130.6,7129.4,-1.2000000000007276,,,,-1.2000000000007276,0.0,79.20000000000073,55.399999999999636,-23.80000000000109,0.01123181212241553,0.007831495617755202,202208,False,,False,,,,,,
2022-08-09,202208,7154.4,7157.599999999999,3.199999999999818,,,,3.199999999999818,0.0,23.799999999999272,28.199999999999818,4.400000000000546,0.0033377275404593565,0.003955452071703114,202208,False,,False,,,,,,
2022-08-10,202208,7158.2,7168.0,9.800000000000182,,,,9.800000000000182,0.0,3.800000000000182,10.400000000000546,6.600000000000364,0.0005311416750530817,0.0014530010059239373,202208,False,,False,,,,,,
2022-08-11,202208,7278.6,7275.8,-2.800000000000182,,,,-2.800000000000182,0.0,120.40000000000055,107.80000000000018,-12.600000000000364,0.016819870917269775,0.015039062500000089,202208,False,,False,,,,,,
2022-08-12,202208,7228.8,7220.0,-8.800000000000182,,,,-8.800000000000182,0.0,-49.80000000000018,-55.80000000000018,-6.0,-0.006841975105102649,-0.007669259737760781,202208,False,,False,,,,,,
2022-08-15,202208,7262.4,7265.6,3.2000000000007276,,,,3.2000000000007276,0.0,33.599999999999454,45.600000000000364,12.00000000000091,0.004648074369189903,0.006315789473684275,202208,False,,False,,,,,,
2022-08-16,202208,7305.6,7308.6,3.0,,,,3.0,0.0,43.20000000000073,43.0,-0.2000000000007276,0.00594844679444817,0.005918299933935334,202208,False,,False,,,,,,
2022-08-17,202208,7325.8,7329.2,3.399999999999636,,,,3.399999999999636,0.0,20.199999999999818,20.599999999999454,0.3999999999996362,0.002765002190100674,0.002818597268970713,202208,False,,False,,,,,,
2022-08-18,202209,7307.4,7309.4,2.0,,,,2.0,0.0,-18.400000000000546,-19.800000000000182,-1.3999999999996362,-0.0025116710802916,-0.002701522676417656,202208,True,,False,,,,,,
2022-08-19,202209,7203.2,7188.2,-15.0,,,,-15.0,0.0,-104.19999999999982,-121.19999999999982,-17.0,-0.014259517749131034,-0.016581388349248938,202209,False,,False,,,,,,
2022-08-22,202209,7239.4,7234.599999999999,-4.800000000000182,,,,-4.800000000000182,0.0,36.19999999999982,46.399999999999636,10.199999999999818,0.005025544202576615,0.006455023510753666,202209,False,,False,,,,,,
2022-08-23,202209,7241.0,7253.2,12.199999999999818,,,,12.199999999999818,0.0,1.6000000000003638,18.600000000000364,17.0,0.0002210127911153048,0.0025709783540210918,202209,False,,False,,,,,,
2022-08-24,202209,6977.6,6970.0,-7.600000000000364,,,,-7.600000000000364,0.0,-263.39999999999964,-283.1999999999998,-19.800000000000182,-0.03637619113382129,-0.039044835383003296,202209,False,,False,,,,,,
2022-08-25,202209,6913.8,6946.4,32.599999999999454,,,,32.599999999999454,0.0,-63.80000000000018,-23.600000000000364,40.19999999999982,-0.009143545058472813,-0.003385939741750388,202209,False,,False,,,,,,
2022-08-26,202209,6911.6,6918.8,7.199999999999818,,,,7.199999999999818,0.0,-2.199999999999818,-27.599999999999454,-25.399999999999636,-0.00031820417136740886,-0.003973281124035388,202209,False,,False,,,,,,
2022-08-29,202209,6953.8,6954.2,0.3999999999996362,,,,0.3999999999996362,0.0,42.19999999999982,35.399999999999636,-6.800000000000182,0.006105677411887278,0.005116494189743914,202209,False,,False,,,,,,
2022-08-30,202209,6932.4,6937.4,5.0,,,,5.0,0.0,-21.400000000000546,-16.800000000000182,4.600000000000364,-0.0030774540538986983,-0.0024158062753444343,202209,False,,False,,,,,,
2022-08-31,202209,6731.0,6714.0,-17.0,,,,-17.0,0.0,-201.39999999999964,-223.39999999999964,-22.0,-0.029051987767583998,-0.032202265978608646,202209,False,,False,,,,,,
2022-09-01,202209,6679.2,6684.6,5.400000000000546,,,,5.400000000000546,0.0,-51.80000000000018,-29.399999999999636,22.400000000000546,-0.007695736146189347,-0.004378909740839987,202209,False,,False,,,,,,
2022-09-02,202209,6725.4,6737.8,12.400000000000546,,,,12.400000000000546,0.0,46.19999999999982,53.19999999999982,7.0,0.006916996047430901,0.007958591389163105,202209,False,,False,,,,,,
2022-09-05,202209,6738.2,6751.200000000001,13.00000000000091,,,,13.00000000000091,0.0,12.800000000000182,13.400000000000546,0.6000000000003638,0.0019032325214858314,0.0019887797203836932,202209,False,,False,,,,,,
2022-09-06,202209,6865.8,6879.4,13.599999999999454,,,,13.599999999999454,0.0,127.60000000000036,128.1999999999989,0.5999999999985448,0.018936808049627496,0.018989216731840175,202209,False,,False,,,,,,
2022-09-07,202209,6917.8,6917.2,-0.6000000000003638,,,,-0.6000000000003638,0.0,52.0,37.80000000000018,-14.199999999999818,0.007573771446881539,0.005494665232433027,202209,False,,False,,,,,,
2022-09-08,202209,6875.6,6874.0,-1.6000000000003638,,,,-1.6000000000003638,0.0,-42.19999999999982,-43.19999999999982,-1.0,-0.006100205267570602,-0.006245301567108008,202209,False,,False,,,,,,
2022-09-09,202209,6910.2,6910.200000000001,9.094947017729282e-13,,,,9.094947017729282e-13,0.0,34.599999999999454,36.20000000000073,1.6000000000012733,0.005032288091221027,0.005266220541169764,202209,False,,False,,,,,,
2022-09-13,202209,6888.0,6892.2,4.199999999999818,,,,4.199999999999818,0.0,-22.199999999999818,-18.00000000000091,4.199999999998909,-0.003212642181123493,-0.002604845011721979,202209,False,,False,,,,,,
2022-09-14,202209,6822.4,6821.2,-1.199999999999818,,,,-1.199999999999818,0.0,-65.60000000000036,-71.0,-5.399999999999636,-0.009523809523809601,-0.01030150024665566,202209,False,,False,,,,,,
2022-09-15,202210,6496.8,6520.8,24.0,,,,24.0,0.0,-325.59999999999945,-300.39999999999964,25.199999999999818,-0.047725140712945535,-0.04403917199319762,202209,True,,False,,,,,,
2022-09-16,202210,6397.0,6399.4,2.399999999999636,,,,2.399999999999636,0.0,-99.80000000000018,-121.40000000000055,-21.600000000000364,-0.015361408693510659,-0.018617347564716114,202210,False,,False,,,,,,
2022-09-19,202210,6298.2,6307.2,9.0,,,,9.0,0.0,-98.80000000000018,-92.19999999999982,6.600000000000364,-0.01544473972174465,-0.014407600712566748,202210,False,,False,,,13.841505772540897,,,
2022-09-20,202210,6372.2,6388.200000000001,16.00000000000091,,,,16.00000000000091,0.0,74.0,81.00000000000091,7.0000000000009095,0.01174938871423592,0.012842465753424737,202210,False,,False,,,13.702536706578197,,18.8425051413023,0.37150049568818133
2022-09-21,202210,6424.4,6410.799999999999,-13.600000000000364,,,,-13.600000000000364,0.0,52.19999999999982,22.599999999998545,-29.600000000001273,0.00819183327579176,0.003537772768541725,202210,False,,False,,,13.68512761248635,,18.640379719779443,-1.587950484109103
2022-09-22,202210,6438.4,6434.2,-4.199999999999818,,,,-4.199999999999818,0.0,14.0,23.400000000000546,9.400000000000546,0.0021791918311437897,0.0036500904723280048,202210,False,,False,,,13.761401394036799,,18.965190314630554,0.49564490754142265
2022-09-23,202210,6333.4,6321.599999999999,-11.800000000000182,,,,-11.800000000000182,0.0,-105.0,-112.60000000000036,-7.600000000000364,-0.016308399602385726,-0.01750023312921578,202210,False,,False,,,13.641269307869093,,18.802806039263707,-0.4041949900525576
2022-09-26,202210,6273.8,6262.8,-11.0,,,,-11.0,0.0,-59.599999999999454,-58.79999999999927,0.8000000000001819,-0.00941042725866037,-0.009301442672740912,202210,False,,False,,,13.656000272200682,,18.612941915917894,0.04298084653216574
2022-09-27,202210,6377.4,6396.6,19.200000000000728,,,,19.200000000000728,0.0,103.59999999999945,133.80000000000018,30.200000000000728,0.016513118046478814,0.021364246024142552,202210,False,,False,,,13.645388879807019,,18.401657808496918,1.6411564824369225
2022-09-28,202210,6240.2,6212.2,-28.0,,,,-28.0,0.0,-137.19999999999982,-184.40000000000055,-47.20000000000073,-0.021513469438956268,-0.028827814776600125,202210,False,,False,,,13.72677215591993,,18.75813871672636,-2.516241121402582
2022-09-29,202210,6215.0,6230.0,15.0,,,,15.0,0.0,-25.199999999999818,17.800000000000182,43.0,-0.00403833210474025,0.002865329512893977,202210,False,,False,,,14.270872482733555,,19.787388876678488,2.1731012751601604
2022-09-30,202210,6122.4,6108.2,-14.199999999999818,,,,-14.199999999999818,0.0,-92.60000000000036,-121.80000000000018,-29.199999999999818,-0.014899436846339542,-0.01955056179775283,202210,False,,False,,,14.247572892718795,,20.582067179020424,-1.4187107517443034
2022-10-10,202210,5978.0,5970.200000000001,-7.799999999999272,,,,-7.799999999999272,0.0,-144.39999999999964,-137.9999999999991,6.400000000000546,-0.023585522017509408,-0.022592580465603418,202210,False,,False,,,14.28698508633451,,20.7857691048207,0.30790296802230127
2022-10-11,202210,5996.6,5990.2,-6.400000000000546,,,,-6.400000000000546,0.0,18.600000000000364,19.99999999999909,1.3999999999987267,0.0031114084978254297,0.003349971525241857,202210,False,,False,,,14.20586788453781,,20.59719180383794,0.06797043079134021
2022-10-12,202210,6135.0,6172.0,37.0,,,,37.0,0.0,138.39999999999964,181.80000000000018,43.400000000000546,0.023079745188940404,0.030349570965910955,202210,False,,False,,,14.10869408800049,,20.392056892666137,2.1282796644025184
2022-10-13,202210,6245.0,6237.2,-7.800000000000182,,,,-7.800000000000182,0.0,110.0,65.19999999999982,-44.80000000000018,0.01792991035044822,0.010563836681788619,202210,False,,False,,,14.804939747560072,,21.090448039141133,-2.1241843661574755
2022-10-14,202210,6411.0,6414.0,3.0,,,,3.0,0.0,166.0,176.80000000000018,10.800000000000182,0.026581265012009636,0.028346052715962244,202210,False,,False,,,14.72558634084778,,21.786318125709283,0.4957239648151229
2022-10-17,202210,6466.6,6455.2,-11.400000000000546,,,,-11.400000000000546,0.0,55.600000000000364,41.19999999999982,-14.400000000000546,0.008672593979098586,0.006423448705955792,202210,False,,False,,,14.589417316777915,,21.634947270475013,-0.6655897895185571
2022-10-18,202210,6491.4,6491.4,0.0,,,,0.0,0.0,24.799999999999272,36.19999999999982,11.400000000000546,0.003835091083413067,0.005607882017598209,202210,False,,False,,,14.564635607855498,,21.517449187313712,0.5298025756102064
2022-10-19,202210,6470.8,6460.0,-10.800000000000182,,,,-10.800000000000182,0.0,-20.599999999999454,-31.399999999999636,-10.800000000000182,-0.0031734294605169078,-0.004837169177681178,202210,False,,False,,,14.435641459973441,,21.38104725728349,-0.5051202529998218
2022-10-20,202211,6368.8,6362.8,-6.0,,,,-6.0,0.0,-102.0,-97.19999999999982,4.800000000000182,-0.015763120479693415,-0.015046439628482955,202210,True,,False,,,14.400949840959832,,21.234228999495496,0.2260501193669064
2022-10-21,202211,6368.6,6382.0,13.399999999999636,,,,13.399999999999636,0.0,-0.1999999999998181,19.199999999999818,19.399999999999636,-3.140309006399722e-05,0.0030175394480416173,202211,False,,False,,,14.30870305271758,,21.058894455613945,0.9212259475866229
2022-10-24,202211,6332.2,6354.8,22.600000000000364,,,,22.600000000000364,0.0,-36.400000000000546,-27.199999999999818,9.200000000000728,-0.005715541877335806,-0.004261986837981846,202211,False,,False,,,14.273073697293212,,21.036151565959667,0.43734235186287623
2022-10-25,202211,6342.4,6339.0,-3.399999999999636,,,,-3.399999999999636,0.0,10.199999999999818,-15.800000000000182,-26.0,0.0016108145668172202,-0.0024863095612764896,202211,False,,False,,,14.409797820373667,,20.89185930717374,-1.2445038815225151
2022-10-26,202211,6476.2,6492.6,16.400000000000546,,,,16.400000000000546,0.0,133.80000000000018,153.60000000000036,19.800000000000182,0.02109611503531794,0.024230951254140987,202211,False,,False,,,14.306562712520378,,20.983326714322672,0.9436063341893837
2022-10-27,202211,6484.8,6469.8,-15.0,,,,-15.0,0.0,8.600000000000364,-22.800000000000182,-31.400000000000546,0.0013279392236187348,-0.0035116902319564103,202211,False,,False,,,14.310483698198233,,20.96814864349504,-1.497509414582569
2022-10-28,202211,6250.8,6230.2,-20.600000000000364,,,,-20.600000000000364,0.0,-234.0,-239.60000000000036,-5.600000000000364,-0.03608438193930419,-0.03703360227518626,202211,False,,False,,,14.354026797991649,,21.16951116027446,-0.2645313799455613
2022-10-31,202211,6274.2,6287.0,12.800000000000182,,,,12.800000000000182,0.0,23.399999999999636,56.80000000000018,33.400000000000546,0.003743520829333713,0.009116882283072725,202211,False,,False,,,14.507635920438668,,21.010231823324773,1.5897016406511573
2022-11-01,202211,6429.8,6467.8,38.0,,,,38.0,0.0,155.60000000000036,180.80000000000018,25.199999999999818,0.02479997449874083,0.028757754095753096,202211,False,,False,,,14.464315063507591,,21.2689788550948,1.1848241597157532
2022-11-02,202211,6528.8,6524.4,-4.400000000000546,,,,-4.400000000000546,0.0,99.0,56.599999999999454,-42.400000000000546,0.015397057451242757,0.008751043631528344,202211,False,,False,,,15.029786797571802,,21.333736811452756,-1.9874624110502115
2022-11-03,202211,6567.2,6566.2,-1.0,,,,-1.0,0.0,38.399999999999636,41.80000000000018,3.4000000000005457,0.005881632152922478,0.00640671939182158,202211,False,,False,,,14.937870746553534,,21.803478575075495,0.1559384200229056
2022-11-04,202211,6731.2,6735.8,4.600000000000364,,,,4.600000000000364,0.0,164.0,169.60000000000036,5.600000000000364,0.024972591058594285,0.025829246748499957,202211,False,,False,,,14.83197279123036,,21.645006439713757,0.25872018174712175
2022-11-07,202211,6717.0,6709.0,-8.0,,,,-8.0,0.0,-14.199999999999818,-26.800000000000182,-12.600000000000364,-0.0021095792726407714,-0.003978740461415109,202211,False,,False,,,14.72753677790403,,21.497093520707182,-0.5861257470859189
2022-11-08,202211,6688.4,6707.0,18.600000000000364,,,,18.600000000000364,0.0,-28.600000000000364,-2.0,26.600000000000364,-0.00425785320827754,-0.000298107020420324,202211,False,,False,,,14.669825585063354,,21.391839739803228,1.2434648129167896
2022-11-09,202211,6683.2,6673.0,-10.199999999999818,,,,-10.199999999999818,0.0,-5.199999999999818,-34.0,-28.800000000000182,-0.0007774654625919419,-0.005069330550171447,202211,False,,False,,,14.699512676495434,,21.47910575194948,-1.340837944214053
2022-11-10,202211,6619.2,6611.599999999999,-7.600000000000364,,,,-7.600000000000364,0.0,-64.0,-61.400000000000546,2.5999999999994543,-0.009576250897773475,-0.009201258804136137,202211,False,,False,,,14.667542522623561,,21.595069859890007,0.12039785084597532
2022-11-11,202211,6685.8,6647.0,-38.80000000000018,,,,-38.80000000000018,0.0,66.60000000000036,35.400000000000546,-31.199999999999818,0.01006163886874556,0.005354225905983556,202211,False,,False,,,14.6085478570737,,21.447518332384494,-1.4547137583227823
2022-11-14,202211,6588.0,6593.2,5.199999999999818,,,,5.199999999999818,0.0,-97.80000000000018,-53.80000000000018,44.0,-0.01462801758951815,-0.008093876936964062,202211,False,,False,,,15.247119001235623,,21.599097880430904,2.0371221170243707
2022-11-15,202211,6738.0,6746.4,8.399999999999636,,,,8.399999999999636,0.0,150.0,153.19999999999982,3.199999999999818,0.022768670309653904,0.02323606139659029,202211,False,,False,,,15.151968432135261,,22.067779945244148,0.14500778999699304
2022-11-16,202211,6702.0,6697.8,-4.199999999999818,,,,-4.199999999999818,0.0,-36.0,-48.599999999999454,-12.599999999999454,-0.005342831700801409,-0.007203842049092746,202211,False,,False,,,15.073782538810338,,21.92365877391581,-0.5747215886697982
2022-11-17,202212,6680.6,6710.599999999999,29.99999999999909,,,,29.99999999999909,0.0,-21.399999999999636,12.799999999999272,34.19999999999891,-0.0031930766935243104,0.00191107527844947,202211,True,,False,,,14.988886770095,,21.824995546895703,1.5670106290062165
2022-11-18,202212,6664.4,6656.400000000001,-7.999999999999091,,,,-7.9999999999990905,-8.881784197001252e-16,-16.200000000000728,-54.19999999999891,-37.99999999999818,-0.0024249318923451613,-0.008076774058951353,202212,False,,False,,,15.23840916644688,,22.032432274446656,-1.7247301399433237
2022-11-21,202212,6685.4,6684.599999999999,-0.8000000000001819,,,,-0.8000000000001819,0.0,21.0,28.19999999999891,7.1999999999989095,0.0031510713642639576,0.004236524247340778,202212,False,,False,,,15.18019174842626,,22.30682154788028,0.32277121976093875
2022-11-22,202212,6545.6,6563.0,17.399999999999636,,,,17.399999999999636,0.0,-139.79999999999927,-121.59999999999945,18.199999999999818,-0.020911239417237493,-0.01819106603237286,202212,False,,False,,,15.087272045594563,,22.181329673307545,0.8205098733058028
2022-11-23,202212,6546.6,6555.0,8.399999999999636,,,,8.399999999999636,0.0,1.0,-8.0,-9.0,0.00015277438279159838,-0.0012189547463050676,202212,False,,False,,,15.096074138040382,,22.13761504769663,-0.4065478589545006
2022-11-24,202212,6564.6,6564.400000000001,-0.1999999999998181,,,,-0.1999999999998181,0.0,18.0,9.400000000000546,-8.599999999999454,0.0027495188342039345,0.0014340198321891595,202212,False,,False,,,15.021689872237792,,22.022755880527885,-0.39050516868342605
2022-11-25,202212,6501.8,6505.8,4.0,,,,4.0,0.0,-62.80000000000018,-58.600000000000364,4.199999999999818,-0.009566462541510501,-0.008926939248065424,202212,False,,False,,,14.932506597986523,,21.907684658039823,0.1917135500879357
2022-11-28,202212,6480.8,6491.6,10.800000000000182,,,,10.800000000000182,0.0,-21.0,-14.199999999999818,6.800000000000182,-0.0032298748039004677,-0.002182667773371394,202212,False,,False,,,14.84532879780192,,21.78073635556154,0.31220248429589276
2022-11-29,202212,6598.8,6597.2,-1.6000000000003638,,,,-1.6000000000003638,0.0,118.0,105.59999999999945,-12.400000000000546,0.018207628687816335,0.016267176042886078,202212,False,,False,,,14.789654571792482,,21.664018885832753,-0.572377639871315
2022-11-30,202212,6572.6,6582.599999999999,9.99999999999909,,,,9.99999999999909,0.0,-26.199999999999818,-14.600000000000364,11.599999999999454,-0.0039704188640358185,-0.0022130600860972294,202212,False,,False,,,14.708204163458614,,21.5768778557682,0.5376125349339361
2022-12-01,202212,6673.0,6665.0,-8.0,,,,-8.0,0.0,100.39999999999964,82.40000000000055,-17.99999999999909,0.015275537838906894,0.012517850089630356,202212,False,,False,,,14.649153420070588,,21.488733985943316,-0.837648230545999
2022-12-02,202212,6690.4,6682.8,-7.599999999999454,,,,-7.599999999999454,0.0,17.399999999999636,17.800000000000182,0.4000000000005457,0.002607522853289357,0.002670667666916815,202212,False,,False,,,14.603834483240783,,21.449669284972558,0.0186483061666961
2022-12-05,202212,6696.0,6703.4,7.399999999999636,,,,7.399999999999636,0.0,5.600000000000364,20.599999999999454,14.99999999999909,0.0008370202080594247,0.0030825402525886947,202212,False,,False,,,14.555614470342336,,21.327588151106323,0.7033144063793729
2022-12-06,202212,6687.2,6697.0,9.800000000000182,,,,9.800000000000182,0.0,-8.800000000000182,-6.399999999999636,2.4000000000005457,-0.0013142174432497766,-0.0009547393859832276,202212,False,,False,,,14.486698711591965,,21.268836962040396,0.11284114896756936
2022-12-07,202212,6689.6,6697.6,8.0,,,,8.0,0.0,2.4000000000005457,0.6000000000003638,-1.800000000000182,0.00035889460461779876,8.959235478567251e-05,202212,False,,False,,,14.43101768347589,,21.152037343024116,-0.08509818561727421
2022-12-08,202212,6652.8,6659.4,6.599999999999454,,,,6.599999999999454,0.0,-36.80000000000018,-38.20000000000073,-1.4000000000005457,-0.005501076297536489,-0.005703535594840048,202212,False,,False,,,14.366375474455117,,21.036222826530825,-0.06655187157624465
2022-12-09,202212,6677.4,6679.6,2.2000000000007276,,,,2.2000000000007276,0.0,24.599999999999454,20.200000000000728,-4.399999999998727,0.003697691197691144,0.0030333063038712194,202212,False,,False,,,14.296973136304612,,20.921990283416104,-0.21030503983583262
2022-12-12,202212,6665.8,6657.4,-8.400000000000546,,,,-8.400000000000546,0.0,-11.599999999999454,-22.200000000000728,-10.600000000001273,-0.0017372031030040702,-0.003323552308521549,202212,False,,False,,,14.22073687341289,,20.81380848513594,-0.5092772909662929
2022-12-13,202212,6604.4,6606.400000000001,2.0000000000009095,,,,2.0000000000009095,0.0,-61.400000000000546,-50.99999999999909,10.400000000001455,-0.00921119745566934,-0.00766064830113844,202212,False,,False,,,14.185476727977838,,20.73027939422431,0.5016816127861263
2022-12-14,202212,6565.4,6577.8,12.400000000000546,,,,12.400000000000546,0.0,-39.0,-28.600000000000364,10.399999999999636,-0.005905154139664415,-0.004329135383870253,202212,False,,False,,,14.111404748863775,,20.649832313154672,0.5036360509995265
2022-12-15,202212,6602.6,6603.200000000001,0.6000000000003638,,,,0.6000000000003638,0.0,37.20000000000073,25.400000000000546,-11.800000000000182,0.0056660675663327,0.0038614734409680995,202212,False,,False,,,14.078527772666446,,20.57016385188689,-0.5736463785590009
2022-12-16,202301,6509.4,6535.4,26.0,,,,26.0,0.0,-93.20000000000073,-67.80000000000109,25.399999999999636,-0.014115651410050667,-0.010267748970196444,202212,True,,False,,,14.007223156521324,,20.498024413075818,1.2391438066488407
2022-12-19,202301,6398.4,6417.4,19.0,2.2279999999999927,30.511300994606664,-26.05530099460668,19.0,0.0,-111.0,-118.0,-7.0,-0.017052262881371516,-0.01805551305199371,202301,False,,False,,,14.141650497303335,1.1860001775039095,20.554940682887363,-0.3405507273405912
2022-12-20,202301,6356.6,6351.8,-4.800000000000182,2.394059405940587,30.732835974906056,-25.94471716302488,-4.800000000000182,0.0,-41.79999999999927,-65.59999999999945,-23.800000000000182,-0.006532883220805141,-0.010222208370991304,202301,False,,False,,,14.116225208653162,-0.5096305350477728,20.463014184008973,-1.1630740117748113
2022-12-21,202301,6292.2,6312.8,20.600000000000364,2.323529411764697,30.557631065869632,-25.91057224234024,20.600000000000364,0.0,-64.40000000000055,-39.0,25.400000000000546,-0.01013120221502073,-0.006139991813344237,202301,False,,False,,,14.096464203136323,1.296528712793761,20.395121619117358,1.2453958585955118
2022-12-22,202301,6200.4,6210.6,10.200000000000728,2.5009708737864025,30.82624532370558,-25.824303576132777,10.200000000000728,0.0,-91.80000000000018,-102.19999999999982,-10.399999999999636,-0.014589491751692552,-0.016189329616018266,202301,False,,False,,,14.18910892625795,0.5426013124733102,20.46516587133895,-0.5081805867288193
2022-12-23,202301,6153.2,6170.8,17.600000000000364,2.575000000000002,30.802848949409594,-25.652848949409588,17.600000000000364,0.0,-47.19999999999982,-39.80000000000018,7.399999999999636,-0.00761241210244501,-0.006408398544424099,202301,False,,False,,,14.210381608336437,1.057325581685015,20.478459833974807,0.36135530015409945
2022-12-26,202301,6288.0,6284.6,-3.399999999999636,2.718095238095243,30.962560740239844,-25.526370264049355,-3.399999999999636,0.0,134.80000000000018,113.80000000000018,-21.0,0.021907300266527985,0.018441693135411885,202301,False,,False,,,14.290069165951502,-0.42813615294964924,20.48913730430712,-1.0249333433665597
2022-12-27,202301,6329.6,6334.8,5.199999999999818,2.6603773584905746,30.795137140589492,-25.474382423608343,5.199999999999818,0.0,41.600000000000364,50.19999999999982,8.599999999999454,0.00661577608142494,0.007987779651847271,202301,False,,False,,,14.30063585504459,0.1775880923933452,20.598193114833197,0.4175123493626444
2022-12-28,202301,6282.8,6294.0,11.199999999999818,2.684112149532717,30.69015124938451,-25.32192695031908,11.199999999999818,0.0,-46.80000000000018,-40.80000000000018,6.0,-0.007393832153690605,-0.00644061375260474,202301,False,,False,,,14.297863935963099,0.595605601550542,20.606928716116656,0.2911642041692223
2022-12-29,202301,6280.8,6271.8,-9.0,2.762962962962968,30.68596246165243,-25.16003653572649,-9.0,0.0,-2.0,-22.199999999999818,-20.199999999999818,-0.0003183294072706122,-0.003527168732125774,202301,False,,False,,,13.742285255386214,-0.8559684757200436,20.134361904290188,-1.0032600037697565
2022-12-30,202301,6282.8,6287.4,4.599999999999454,2.655045871559638,30.53966908989534,-25.22957734677607,4.599999999999454,0.0,2.0,15.599999999999454,13.599999999999454,0.0003184307731498581,0.0024873242131444595,202301,False,,False,,,13.264734288992628,0.14662593958280662,20.23875829624288,0.6719779840705027
2023-01-03,202301,6426.0,6420.8,-5.199999999999818,2.672727272727273,30.43162248764829,-25.086167942193747,-5.199999999999818,0.0,143.19999999999982,133.40000000000055,-9.799999999999272,0.022792385560578055,0.0212170372491014,202301,False,,False,,,13.047242674762451,-0.6034016128139832,19.31740786090744,-0.5073144425257745
2023-01-04,202301,6405.6,6413.0,7.399999999999636,2.6018018018018036,30.27461723805112,-25.07101363444751,7.399999999999636,0.0,-20.399999999999636,-7.800000000000182,12.599999999999454,-0.0031746031746031633,-0.0012148018938450411,202301,False,,False,,,12.921874961678487,0.371323682702976,19.336737317888254,0.651609410256781
2023-01-05,202301,6483.8,6491.0,7.199999999999818,2.6446428571428555,30.207443735827088,-24.918158021541377,7.199999999999818,0.0,78.19999999999982,78.0,-0.1999999999998181,0.01220806794055207,0.012162794324029225,202301,False,,False,,,12.923844535422049,0.3524769375220746,19.23179721821197,-0.01039944409409765
2023-01-06,202301,6498.2,6502.2,4.0,2.684955752212386,30.137814323627175,-24.767902819202405,4.0,0.0,14.399999999999636,11.199999999999818,-3.199999999999818,0.002220919830963286,0.0017254660298875457,202301,False,,False,,,12.93112680333934,0.1016960291076889,19.226875130211063,-0.16643370169766583
2023-01-09,202301,6528.6,6518.6,-10.0,2.696491228070172,30.02871707572671,-24.63573461958637,-10.0,0.0,30.400000000000546,16.400000000000546,-14.0,0.0046782185836078405,0.0025222232475163864,202301,False,,False,,,12.912814714011217,-0.9832473793876776,19.218074299939136,-0.7284808967589608
2023-01-10,202301,6535.0,6533.6,-1.3999999999996362,2.586086956521736,29.90100013732383,-24.72882622428036,-1.3999999999996362,0.0,6.399999999999636,15.0,8.600000000000364,0.0009803020555707587,0.0023011075997914077,202301,False,,False,,,12.96450476641451,-0.30746156743662273,19.227810666591875,0.4472688102209565
