date,交割月份,IM_settle,MO_synthetic,basis,rolling_mean,upper,lower
2022-12-05,202212,6696.0,6703.4,7.399999999999636,,,
2022-12-06,202212,6687.2,6697.0,9.800000000000182,,,
2022-12-07,202212,6689.6,6697.6,8.0,,,
2022-12-08,202212,6652.8,6659.4,6.599999999999454,,,
2022-12-09,202212,6677.4,6679.6,2.2000000000007276,,,
2022-12-12,202212,6665.8,6657.4,-8.400000000000546,,,
2022-12-13,202212,6604.4,6606.400000000001,2.0000000000009095,,,
2022-12-14,202212,6565.4,6577.8,12.400000000000546,,,
2022-12-15,202212,6602.6,6603.200000000001,0.6000000000003638,,,
2022-12-16,202301,6509.4,6535.4,26.0,,,
2022-12-19,202301,6398.4,6417.4,19.0,2.2279999999999927,30.511300994606664,-26.05530099460668
2022-12-20,202301,6356.6,6351.8,-4.800000000000182,2.394059405940587,30.732835974906056,-25.94471716302488
2022-12-21,202301,6292.2,6312.8,20.600000000000364,2.323529411764697,30.557631065869632,-25.91057224234024
2022-12-22,202301,6200.4,6210.6,10.200000000000728,2.5009708737864025,30.82624532370558,-25.824303576132777
2022-12-23,202301,6153.2,6170.8,17.600000000000364,2.575000000000002,30.802848949409594,-25.652848949409588
2022-12-26,202301,6288.0,6284.6,-3.399999999999636,2.718095238095243,30.962560740239844,-25.526370264049355
2022-12-27,202301,6329.6,6334.8,5.199999999999818,2.6603773584905746,30.795137140589492,-25.474382423608343
2022-12-28,202301,6282.8,6294.0,11.199999999999818,2.684112149532717,30.69015124938451,-25.32192695031908
2022-12-29,202301,6280.8,6271.8,-9.0,2.762962962962968,30.68596246165243,-25.16003653572649
2022-12-30,202301,6282.8,6287.4,4.599999999999454,2.655045871559638,30.53966908989534,-25.22957734677607
2023-01-03,202301,6426.0,6420.8,-5.199999999999818,2.672727272727273,30.43162248764829,-25.086167942193747
2023-01-04,202301,6405.6,6413.0,7.399999999999636,2.6018018018018036,30.27461723805112,-25.07101363444751
2023-01-05,202301,6483.8,6491.0,7.199999999999818,2.6446428571428555,30.207443735827088,-24.918158021541377
2023-01-06,202301,6498.2,6502.2,4.0,2.684955752212386,30.137814323627175,-24.767902819202405
2023-01-09,202301,6528.6,6518.6,-10.0,2.696491228070172,30.02871707572671,-24.63573461958637
2023-01-10,202301,6535.0,6533.6,-1.3999999999996362,2.586086956521736,29.90100013732383,-24.72882622428036
2023-01-11,202301,6496.4,6495.6,-0.7999999999992724,2.5517241379310347,29.75768873662026,-24.65424046075819
2023-01-12,202301,6500.2,6495.8,-4.399999999999636,2.523076923076929,29.618608869486277,-24.57245502333242
2023-01-13,202301,6516.2,6537.0,20.800000000000185,2.4644067796610263,29.473990712431196,-24.545177153109144
2023-01-16,202301,6601.8,6594.599999999999,-7.200000000000728,2.618487394957994,29.72265514485611,-24.48568035494012
2023-01-17,202301,6610.2,6606.599999999999,-3.600000000000364,2.536666666666671,29.5861753788158,-24.512842045482454
2023-01-18,202301,6626.0,6619.4,-6.600000000000364,2.485950413223142,29.44561541837643,-24.473714591930147
2023-01-19,202302,6704.8,6715.6,10.800000000000182,2.411475409836064,29.30986636261994,-24.48691554294781
2023-01-20,202302,6764.4,6780.2,15.800000000000182,2.4796747967479673,29.31027830877151,-24.350928715275575
2023-01-30,202302,6800.2,6801.8,1.6000000000003638,2.58709677419355,29.41529414451832,-24.24110059613122
2023-01-31,202302,6820.0,6821.8,1.800000000000182,2.579200000000004,29.29958361710337,-24.14118361710336
2023-02-01,202302,6910.0,6920.6,10.600000000000364,2.573015873015879,29.186665456021,-24.04063370998924
2023-02-02,202302,6933.4,6928.8,-4.599999999999454,2.6362204724409533,29.182301034378053,-23.909860089496146
2023-02-03,202302,6914.0,6916.2,2.199999999999818,2.579687500000013,29.05197411565567,-23.89259911565565
2023-02-06,202302,6883.0,6894.8,11.800000000000182,2.5767441860465228,28.945505434300983,-23.79201706220794
2023-02-07,202302,6894.8,6914.2,19.399999999999636,2.64769230769232,28.963828959954583,-23.66844434456994
2023-02-08,202302,6870.0,6868.2,-1.800000000000182,2.7755725190839793,29.153233132717578,-23.602088094549615
2023-02-09,202302,7008.8,7018.6,9.800000000000182,2.740909090909099,29.029767840936795,-23.547949659118597
2023-02-10,202302,6968.6,6979.0,10.399999999999636,2.7939849624060247,29.011672253778308,-23.423702328966257
2023-02-13,202302,7032.4,7037.0,4.600000000000364,2.850746268656723,29.002722530829363,-23.30122999351591
2023-02-14,202302,7043.0,7050.4,7.399999999999636,2.863703703703713,28.919655066823463,-23.19224765941604
2023-02-15,202303,7025.6,7028.0,2.399999999999636,2.8970588235294183,28.86798206531089,-23.07386441825205
2023-02-16,202303,6933.4,6909.4,-24.0,2.8934306569343105,28.768835790216976,-22.981974476348356
2023-02-17,202303,6871.8,6856.0,-15.800000000000182,2.698550724637685,28.88277158747827,-23.485670138202902
2023-02-20,202303,6914.4,6918.6,4.200000000000728,2.565467625899283,28.842693255712817,-23.711758003914248
2023-02-21,202303,6928.0,6939.6,11.600000000000364,2.577142857142865,28.761133164332342,-23.60684745004662
2023-02-22,202303,6959.0,6966.0,7.0,2.64113475177306,28.77566659783006,-23.493397094283942
2023-02-23,202303,6923.6,6942.200000000001,18.600000000000364,2.6718309859155034,28.723796144469652,-23.38013417263865
2023-02-24,202303,6918.6,6923.8,5.199999999999818,2.783216783216796,28.879614311449423,-23.313180745015828
2023-02-27,202303,6865.0,6877.4,12.399999999999636,2.8000000000000114,28.80811062306955,-23.20811062306953
2023-02-28,202303,6921.4,6945.8,24.400000000000546,2.866206896551733,28.83285452908287,-23.1004407359794
2023-03-01,202303,6975.4,6980.0,4.600000000000364,3.013698630136999,29.13497155826836,-23.10757429799436
2023-03-02,202303,6955.0,6961.6,6.600000000000364,3.0244897959183823,29.057467741832717,-23.008488149995955
2023-03-03,202303,6942.2,6942.4,0.1999999999998181,3.048648648648666,28.999585994114568,-22.902288696817237
2023-03-06,202303,6962.0,6960.6,-1.3999999999996362,3.029530201342298,28.896858058362007,-22.837797655677413
2023-03-07,202303,6868.0,6848.0,-20.0,3.000000000000018,28.790524247087397,-22.79052424708736
2023-03-08,202303,6865.8,6874.8,9.0,2.847682119205316,28.82324842743269,-23.12788418902206
2023-03-09,202303,6878.0,6880.599999999999,2.5999999999994543,2.88815789473686,28.79679957061453,-23.02048378114081
2023-03-10,202303,6805.8,6802.0,-3.800000000000182,2.8862745098039357,28.709591786449153,-22.93704276684128
2023-03-13,202303,6815.6,6830.6,15.0,2.842857142857156,28.60419370079164,-22.91847941507733
2023-03-14,202303,6773.8,6771.6,-2.199999999999818,2.921290322580658,28.673011859755583,-22.83043121459427
2023-03-15,202303,6801.6,6803.0,1.3999999999996362,2.8884615384615526,28.570075009415213,-22.79315193249211
2023-03-16,202303,6707.2,6705.0,-2.199999999999818,2.878980891719757,28.479251641962108,-22.721289858522596
2023-03-17,202304,6722.2,6730.400000000001,8.200000000000728,2.846835443037987,28.378239069790375,-22.684568183714404
2023-03-20,202304,6718.0,6720.2,2.199999999999818,2.880503144654105,28.345142096653035,-22.584135807344826
2023-03-21,202304,6790.8,6794.8,4.0,2.8762500000000157,28.260913200172048,-22.508413200172015
2023-03-22,202304,6825.0,6828.8,3.800000000000182,2.883229813664612,28.18906151334259,-22.422601886013368
2023-03-23,202304,6844.0,6851.2,7.199999999999818,2.8888888888889057,28.116419940923528,-22.33864216314571
2023-03-24,202304,6850.8,6856.0,5.199999999999818,2.915337423312899,28.073951124567103,-22.243276277941305
2023-03-27,202304,6863.0,6861.8,-1.199999999999818,2.9292682926829414,28.013127406251023,-22.154590820885144
2023-03-28,202304,6822.6,6824.8,2.199999999999818,2.90424242424244,27.919772737163328,-22.111287888678447
2023-03-29,202304,6803.4,6806.6,3.2000000000007276,2.900000000000014,27.839850063946383,-22.039850063946357
2023-03-30,202304,6808.6,6819.4,10.799999999999272,2.9017964071856475,27.766456314675494,-21.96286350030421
2023-03-31,202304,6866.0,6872.0,6.0,2.9488095238095378,27.768851532538857,-21.871232484919783
2023-04-03,202304,6944.6,6944.8,0.1999999999998181,2.9668639053254577,27.71737830010983,-21.78365048945891
2023-04-04,202304,6935.4,6946.2,10.800000000000182,2.9505882352941306,27.631417075047437,-21.730240604459176
2023-04-06,202304,6954.4,6956.6,2.2000000000007276,2.996491228070189,27.63388886315142,-21.640906407011045
2023-04-07,202304,7025.2,7027.6,2.4000000000005457,2.991860465116297,27.557413585467632,-21.57369265523504
2023-04-10,202304,6968.0,6971.4,3.399999999999636,2.9884393063584027,27.482642169918385,-21.505763557201583
2023-04-11,202304,6967.0,6971.200000000001,4.200000000000728,2.9908045977011684,27.414192085006515,-21.43258288960418
2023-04-12,202304,7001.2,7001.0,-0.1999999999998181,2.9977142857143084,27.351504656388094,-21.356076084959476
2023-04-13,202304,6970.4,6966.8,-3.5999999999994543,2.9795454545454785,27.26843832522036,-21.3093474161294
2023-04-14,202304,7005.2,7004.400000000001,-0.7999999999992724,2.942372881355959,27.182353099708784,-21.29760733699687
2023-04-17,202304,7005.4,7010.6,5.200000000000728,2.921348314606772,27.09926646362126,-21.256569834407717
2023-04-18,202304,6985.8,6981.6,-4.199999999999818,2.9340782122905376,27.046391316000697,-21.17823489141962
2023-04-19,202304,6958.2,6957.4,-0.8000000000001819,2.89444444444448,26.962817463078817,-21.173928574189855
2023-04-20,202304,6947.6,6940.4,-7.200000000000728,2.874033149171305,26.881739298934164,-21.133673000591557
2023-04-21,202305,6778.8,6771.799999999999,-7.0000000000009095,2.8186813186813486,26.806512710542226,-21.169150073179527
2023-04-24,202305,6708.6,6728.2,19.599999999999454,2.7650273224043964,26.73087122936553,-21.200816584556737
2023-04-25,202305,6596.6,6615.8,19.199999999999815,2.8565217391304567,26.885344219899483,-21.17230074163857
2023-04-26,202305,6632.6,6635.8,3.199999999999818,2.9448648648648854,27.02850427892689,-21.138774549197116
2023-04-27,202305,6645.2,6651.4,6.199999999999818,2.9462365591398045,26.964725998147195,-21.072252879867584
2023-04-28,202305,6723.2,6740.400000000001,17.200000000000728,2.963636363636382,26.922199484639133,-20.99492675736637
2023-05-04,202305,6722.2,6727.0,4.800000000000182,3.0393617021276818,27.023843638635334,-20.945120234379974
2023-05-05,202305,6645.4,6655.4,10.0,3.0486772486772717,26.9706568905332,-20.873302393178655
2023-05-08,202305,6695.0,6692.8,-2.199999999999818,3.08526315789476,26.965182656860534,-20.79465634107101
2023-05-09,202305,6625.8,6613.4,-12.400000000000546,3.057591623036673,26.88686441806616,-20.771681171992817
2023-05-10,202305,6613.4,6627.2,13.800000000000182,2.977083333333354,26.848387127882624,-20.894220461215916
2023-05-11,202305,6620.2,6618.8,-1.3999999999996362,3.0331606217616796,26.89314620258513,-20.826824959061767
2023-05-12,202305,6546.0,6538.4,-7.600000000000364,3.010309278350539,26.81691322190482,-20.79629466520374
2023-05-15,202305,6566.0,6581.0,15.0,2.9558974358974575,26.749642051747816,-20.8378471799529
2023-05-16,202305,6513.2,6519.4,6.199999999999818,3.0173469387755314,26.812291896619804,-20.77759801906874
2023-05-17,202305,6544.0,6548.8,4.800000000000182,3.0335025380710863,26.772000884423463,-20.70499580828129
2023-05-18,202306,6546.8,6563.6,16.800000000000182,3.0424242424242633,26.721927099551294,-20.63707861470277
2023-05-19,202306,6586.6,6601.0,14.399999999999636,3.1115577889447454,26.811586948491076,-20.58847137060159
2023-05-22,202306,6571.6,6583.6,12.0,3.16800000000002,26.86224805632749,-20.52624805632745
2023-05-23,202306,6530.4,6528.8,-1.5999999999994543,3.2119402985074825,26.879695301161956,-20.45581470414699
2023-05-24,202306,6515.8,6507.8,-8.0,3.1881188118812105,26.80663397289249,-20.43039634913007
2023-05-25,202306,6451.8,6485.8,34.0,3.1330049261083968,26.745272616549627,-20.479262764332837
2023-05-26,202306,6536.2,6541.2,5.0,3.284313725490218,27.23164090192079,-20.663013450940355
2023-05-29,202306,6520.2,6532.6,12.400000000000546,3.2926829268292903,27.18244569635311,-20.59707984269453
2023-05-30,202306,6545.4,6565.6,20.200000000000728,3.3368932038835197,27.20208353406156,-20.52829712629452
2023-05-31,202306,6546.4,6558.0,11.600000000000364,3.4183574879227336,27.340679290339224,-20.503964314493757
2023-06-01,202306,6566.6,6570.799999999999,4.199999999998909,3.4576923076923376,27.349116472936895,-20.43373185755222
2023-06-02,202306,6616.8,6615.4,-1.4000000000005457,3.4612440191387805,27.295388916967152,-20.372900878689588
2023-06-05,202306,6615.6,6612.599999999999,-3.0000000000009095,3.4380952380952596,27.2246159830498,-20.34842550685928
2023-06-06,202306,6486.0,6473.4,-12.600000000000364,3.407582938388643,27.15395223171885,-20.338786354941565
2023-06-07,202306,6469.4,6472.4,3.0,3.3320754716981287,27.12393033935113,-20.45977939595487
2023-06-08,202306,6432.4,6439.4,7.0,3.330516431924898,27.066235730616448,-20.40520286676665
2023-06-09,202306,6481.4,6490.599999999999,9.199999999999818,3.3476635514018844,27.032913346870096,-20.33758624406633
2023-06-12,202306,6524.2,6516.2,-8.0,3.374883720930247,27.018208586382915,-20.268441144522424
2023-06-13,202306,6542.2,6540.2,-2.0,3.3222222222222366,26.961233468744016,-20.316789024299545
2023-06-14,202306,6568.2,6564.8,-3.399999999999636,3.2976958525345763,26.89299075699104,-20.297599051921885
2023-06-15,202306,6608.6,6605.799999999999,-2.8000000000010914,3.266972477064236,26.825313511438697,-20.291368557310225
2023-06-16,202307,6637.8,6634.2,-3.600000000000364,3.239269406392705,26.75781265962643,-20.279273846841026
2023-06-19,202307,6653.8,6653.4,-0.4000000000005457,3.2081818181818273,26.69108350532415,-20.274719868960496
2023-06-20,202307,6660.0,6655.8,-4.199999999999818,3.191855203619916,26.626353991582775,-20.242643584342943
2023-06-21,202307,6545.4,6535.0,-10.399999999999636,3.158558558558566,26.561021490681625,-20.243904373564497
2023-06-26,202307,6419.8,6431.6,11.800000000000182,3.097757847533641,26.51795736773839,-20.32244167267111
2023-06-27,202307,6484.0,6483.2,-0.8000000000001819,3.1366071428571525,26.533153521482227,-20.259939235767924
2023-06-28,202307,6454.8,6470.799999999999,15.99999999999909,3.11911111111112,26.46927470117071,-20.23105247894847
2023-06-29,202307,6497.4,6491.8,-5.599999999999454,3.1761061946902704,26.537259504672047,-20.185047115291507
2023-06-30,202307,6574.8,6576.4,1.5999999999994543,3.137444933920712,26.47595112253827,-20.20106125469685
2023-07-03,202307,6586.6,6587.0,0.3999999999996362,3.13070175438597,26.41863517397927,-20.157231665207327
2023-07-04,202307,6605.8,6612.4,6.599999999999454,3.1187772925764223,26.358387028120365,-20.12083244296752
2023-07-05,202307,6567.8,6567.6,-0.1999999999998181,3.1339130434782616,26.32726982396433,-20.059443737007804
2023-07-06,202307,6541.6,6539.6,-2.0,3.119480519480521,26.266519897322112,-20.02755885836107
2023-07-07,202307,6510.6,6516.6,6.0,3.09741379310345,26.20407723048108,-20.00924964427418
2023-07-10,202307,6511.0,6520.0,9.0,3.109871244635195,26.16981834514334,-19.950075855872953
2023-07-11,202307,6568.2,6573.4,5.199999999999818,3.135042735042737,26.15833478497995,-19.888249314894473
2023-07-12,202307,6492.8,6486.0,-6.800000000000182,3.1438297872340435,26.119453641822865,-19.831794067354775
2023-07-13,202307,6549.0,6547.2,-1.800000000000182,3.1016949152542375,26.06490298012114,-19.861513149612662
2023-07-14,202307,6549.4,6542.8,-6.599999999999454,3.081012658227847,26.00436488334206,-19.842339566886363
2023-07-17,202307,6504.0,6516.400000000001,12.400000000000546,3.040336134453783,25.949679675617936,-19.869007406710377
2023-07-18,202307,6516.8,6516.2,-0.6000000000003638,3.0794979079497944,25.972706155404563,-19.813710339504976
2023-07-19,202307,6491.0,6496.6,5.600000000000364,3.064166666666669,25.914368988847073,-19.786035655513736
2023-07-20,202308,6423.6,6418.599999999999,-5.0000000000009095,3.0746887966805017,25.879577015970973,-19.73019942260997
2023-07-21,202308,6408.0,6415.2,7.199999999999818,3.041322314049587,25.822513790640713,-19.739869162541535
2023-07-24,202308,6397.2,6396.8,-0.3999999999996362,3.0584362139917687,25.798770717212545,-19.681898289229007
2023-07-25,202308,6496.4,6494.400000000001,-1.9999999999990905,3.044262295081968,25.742077482344317,-19.653552892180382
2023-07-26,202308,6460.4,6467.4,7.0,3.0236734693877594,25.68409708105689,-19.63675014228137
2023-07-27,202308,6416.0,6420.599999999999,4.599999999999454,3.0398373983739884,25.659651574516175,-19.5799767777682
2023-07-28,202308,6475.8,6473.2,-2.600000000000364,3.046153846153848,25.620819063905422,-19.528511371597723
2023-07-31,202308,6518.6,6522.599999999999,3.9999999999990905,3.0233870967741945,25.56371689216187,-19.516942698613484
2023-08-01,202308,6509.0,6515.0,6.0,3.0273092369477883,25.52248947240332,-19.467870998507745
2023-08-02,202308,6486.0,6495.8,9.800000000000182,3.039199999999997,25.49231253456776,-19.413912534567764
2023-08-03,202308,6488.8,6496.0,7.199999999999818,3.066135458167329,25.49054435611411,-19.358273439779456
2023-08-04,202308,6541.2,6534.6,-6.599999999999454,3.0825396825396796,25.468293253547458,-19.303213888468097
2023-08-07,202308,6509.4,6517.0,7.600000000000364,2.973015873015872,25.27664197233602,-19.330610226304277
2023-08-08,202308,6482.0,6485.8,3.800000000000182,3.0349206349206392,25.302805321637585,-19.23296405179631
2023-08-09,202308,6433.4,6437.8,4.400000000000546,3.006349206349211,25.25165663622579,-19.23895822352737
2023-08-10,202308,6425.8,6426.2,0.3999999999996362,3.0095238095238153,25.255399793457283,-19.23635217440965
2023-08-11,202308,6319.2,6306.0,-13.199999999999818,3.008730158730162,25.2549656318952,-19.237505314434873
2023-08-14,202308,6310.2,6324.4,14.199999999999818,2.9555555555555597,25.292626460424056,-19.381515349312934
2023-08-15,202308,6255.0,6273.0,18.0,2.9865079365079414,25.36432639577172,-19.39131052275584
2023-08-16,202308,6204.4,6190.0,-14.399999999999636,3.20634920634921,25.073485071308188,-18.66078665860977
2023-08-17,202309,6255.2,6265.2,10.0,3.286507936507943,24.741292830613503,-18.16827695759762
2023-08-18,202309,6151.2,6138.2,-13.0,3.219047619047626,24.480429317702985,-18.042334079607738
2023-08-21,202309,6074.2,6062.2,-12.0,3.077777777777783,24.29504337566027,-18.13948782010471
2023-08-22,202309,6070.6,6088.8,18.199999999999815,3.034920634920643,24.33037315377254,-18.260531883931257
2023-08-23,202309,5985.2,5976.799999999999,-8.400000000000546,3.0944444444444525,24.475432470251864,-18.28654358136296
2023-08-24,202309,5993.0,5981.2,-11.800000000000182,3.0222222222222275,24.435177884812575,-18.390733440368116
2023-08-25,202309,5878.4,5891.4,13.0,2.9865079365079414,24.46837247419849,-18.495356601182607
2023-08-28,202309,5921.2,5909.6,-11.599999999999454,3.073015873015879,24.539838790771046,-18.393807044739287
2023-08-29,202309,6102.0,6104.8,2.800000000000182,3.014285714285719,24.56054783783914,-18.531976409267703
2023-08-30,202309,6139.6,6133.0,-6.600000000000364,3.013492063492069,24.559771034159414,-18.532786907175275
2023-08-31,202309,6106.2,6108.2,2.0,2.9738095238095297,24.554037726693835,-18.60641867907478
2023-09-01,202309,6097.6,6106.400000000001,8.800000000000182,2.9738095238095297,24.554037726693835,-18.60641867907478
2023-09-04,202309,6180.6,6196.8,16.199999999999818,3.0682539682539747,24.54063260525219,-18.40412466874424
2023-09-05,202309,6154.6,6164.200000000001,9.600000000000364,3.151587301587308,24.66429617955524,-18.361121576380626
2023-09-06,202309,6187.0,6180.0,-7.0,3.14126984126985,24.63903987058875,-18.35650018804905
2023-09-07,202309,6083.0,6075.799999999999,-7.200000000000728,3.143650793650804,24.636775735854897,-18.34947414855329
2023-09-08,202309,6092.0,6081.4,-10.600000000000364,2.985714285714295,24.19259453865604,-18.221165967227453
2023-09-11,202309,6167.6,6163.0,-4.600000000000364,2.915079365079374,24.184072826059943,-18.353914095901196
2023-09-12,202309,6175.2,6173.0,-2.199999999999818,2.895238095238104,24.18297441690063,-18.392498226424426
2023-09-13,202309,6070.8,6087.4,16.599999999999454,2.866666666666676,24.162383835175454,-18.429050501842102
2023-09-14,202309,6059.8,6036.4,-23.400000000000546,3.000000000000007,24.21678655858408,-18.216786558584065
2023-09-15,202310,6044.6,6073.0,28.399999999999636,2.885714285714289,24.35929615436821,-18.587867582939623
2023-09-18,202310,6089.2,6085.0,-4.199999999999818,2.9492063492063485,24.629384323391704,-18.73097162497901
2023-09-19,202310,6032.0,6039.8,7.800000000000182,2.8809523809523774,24.54234829283799,-18.780443530933237
2023-09-20,202310,5990.8,5992.0,1.199999999999818,2.857936507936507,24.48589323028581,-18.770020214412796
2023-09-21,202310,5946.4,5946.0,-0.3999999999996362,2.865079365079365,24.489638480742727,-18.759479750584
2023-09-22,202310,6052.2,6068.6,16.400000000000546,2.8698412698412725,24.490979957381136,-18.751297417698588
2023-09-25,202310,6026.6,6033.200000000001,6.600000000000364,2.9349206349206365,24.62000196208986,-18.750160692248585
2023-09-26,202310,6010.8,6014.0,3.199999999999818,2.944444444444448,24.633864716746913,-18.74497582785802
2023-09-27,202310,6059.4,6052.2,-7.199999999999818,2.9619047619047643,24.64500971506573,-18.721200191256195
2023-09-28,202310,6070.0,6078.4,8.399999999999636,2.838095238095241,24.394711802403982,-18.718521326213494
2023-10-09,202310,6058.2,6059.8,1.6000000000003638,2.8619047619047646,24.429829258782533,-18.706019734973005
2023-10-10,202310,6037.4,6038.2,0.8000000000001819,2.8325396825396867,24.387048801058096,-18.721969435978725
2023-10-11,202310,6041.8,6041.6,-0.1999999999998181,2.7722222222222235,24.2637328432511,-18.719288398806658
2023-10-12,202310,6089.8,6093.6,3.800000000000182,2.825396825396829,24.220320250630117,-18.569526599836458
2023-10-13,202310,6076.6,6081.599999999999,4.9999999999990905,2.8571428571428608,24.233936001698876,-18.519650287413153
2023-10-16,202310,6010.8,6017.0,6.199999999999818,2.9238095238095245,24.221673226363055,-18.374054178744007
2023-10-17,202310,5995.0,6004.8,9.800000000000182,2.992063492063492,24.220858537365693,-18.236731553238712
2023-10-18,202310,5908.8,5898.8,-10.0,2.9547619047619027,24.102063272804777,-18.19253946328097
2023-10-19,202311,5841.6,5834.8,-6.800000000000182,3.026190476190474,23.873068061705652,-17.8206871093247
